0	1.00000000000000e+00	4.86769129801400e-02	3.18192593684800e-01	1.00000000000000e+00
1	2.00000000000000e+00	6.78120781106700e-02	3.18671819159100e-01	9.64192909874500e-01
2	3.00000000000000e+00	9.25316924767000e-02	3.24388762662200e-01	9.21559687453200e-01
3	4.00000000000000e+00	1.21795051668700e-01	3.32614179781200e-01	8.78933032165000e-01
4	5.00000000000000e+00	1.55485314984100e-01	3.42511025008100e-01	8.40022695421500e-01
5	6.00000000000000e+00	1.93218975341800e-01	3.53348925446300e-01	8.05044361033400e-01
6	7.00000000000000e+00	2.34576429023600e-01	3.64740132242600e-01	7.73957384459100e-01
7	8.00000000000000e+00	2.79028267530900e-01	3.76409471095600e-01	7.46249342587600e-01
8	9.00000000000000e+00	3.25984415198800e-01	3.88178378377000e-01	7.21377090747200e-01
9	1.00000000000000e+01	3.74871312434100e-01	3.99954640050700e-01	6.99000607275900e-01
10	1.10000000000000e+01	4.25052950041700e-01	4.11656288044600e-01	6.78672850170900e-01
11	1.20000000000000e+01	4.75884714618600e-01	4.23227148343700e-01	6.60008311575700e-01
12	1.30000000000000e+01	5.26769573061800e-01	4.34641498549500e-01	6.42766468523500e-01
13	1.40000000000000e+01	5.77138594273000e-01	4.45883502507300e-01	6.26749065080600e-01
14	1.50000000000000e+01	6.26323029067600e-01	4.56912512392400e-01	6.11596414177100e-01
15	1.60000000000000e+01	6.74016191413200e-01	4.67770792986500e-01	5.97459501648600e-01
16	1.70000000000000e+01	7.19471031165900e-01	4.78395859452600e-01	5.83861102901300e-01
17	1.80000000000000e+01	7.62515169449400e-01	4.88837129083100e-01	5.70996709232300e-01
18	1.90000000000000e+01	8.02649519835900e-01	4.99071485132000e-01	5.58646294667000e-01
19	2.00000000000000e+01	8.39568376146200e-01	5.09104214134100e-01	5.46759357184800e-01
20	2.10000000000000e+01	8.73022786001600e-01	5.18941345277000e-01	5.35296798466400e-01
21	2.20000000000000e+01	9.02788084728100e-01	5.28585318518000e-01	5.24206044060800e-01
22	2.30000000000000e+01	9.28598316070600e-01	5.38028090853700e-01	5.13383348719500e-01
23	2.40000000000000e+01	9.50638601401300e-01	5.47310060970800e-01	5.02987108061900e-01
24	2.50000000000000e+01	9.68411693068600e-01	5.56386498656900e-01	4.92737539988400e-01
25	2.60000000000000e+01	9.82334187238200e-01	5.65310393769600e-01	4.82855293090200e-01
26	2.70000000000000e+01	9.92185131626300e-01	5.74060771935700e-01	4.73197636857400e-01
27	2.80000000000000e+01	9.98021317273000e-01	5.82642541995200e-01	4.63748596118300e-01
28	2.90000000000000e+01	1.00000000000000e+00	5.91066570317300e-01	4.54523521832900e-01
29	3.00000000000000e+01	9.98277033321600e-01	5.99340183797400e-01	4.45524122632400e-01
30	3.10000000000000e+01	9.92923013115800e-01	6.07460420395300e-01	4.36706551463300e-01
31	3.20000000000000e+01	9.84240231491900e-01	6.15442535023000e-01	4.28109778931300e-01
32	3.30000000000000e+01	9.72419861927000e-01	6.23290167976000e-01	4.19724472070700e-01
33	3.40000000000000e+01	9.57579070753800e-01	6.30999282813900e-01	4.11508355174300e-01
34	3.50000000000000e+01	9.39967044602900e-01	6.38575177022600e-01	4.03461774395100e-01
35	3.60000000000000e+01	9.19983714127600e-01	6.46034703306500e-01	3.95633717335100e-01
36	3.70000000000000e+01	8.97707641768400e-01	6.53368535238300e-01	3.87966729705700e-01
37	3.80000000000000e+01	8.73407026190500e-01	6.60581657125800e-01	3.80458113269800e-01
38	3.90000000000000e+01	8.47495820318600e-01	6.67691084035600e-01	3.73154496765400e-01
39	4.00000000000000e+01	8.20081587363700e-01	6.74689379918300e-01	3.66012510295700e-01
40	4.10000000000000e+01	7.91423351730300e-01	6.81581063777900e-01	3.59030684007300e-01
41	4.20000000000000e+01	7.61772448358200e-01	6.88370527847200e-01	3.52208128690400e-01
42	4.30000000000000e+01	7.31370192217500e-01	6.95062031874600e-01	3.45544584630500e-01
43	4.40000000000000e+01	7.00445947433000e-01	7.01659702528000e-01	3.39039869977800e-01
44	4.50000000000000e+01	6.69215412241700e-01	7.08167527087100e-01	3.32694248235200e-01
45	4.60000000000000e+01	6.37879320796400e-01	7.14589348681100e-01	3.26508395158400e-01
46	4.70000000000000e+01	6.06588104784100e-01	7.20925611068700e-01	3.20471805527800e-01
47	4.80000000000000e+01	5.75382050705600e-01	7.27166886524600e-01	3.14539749660300e-01
48	4.90000000000000e+01	5.44751865181800e-01	7.33347603707800e-01	3.08808118066700e-01
49	5.00000000000000e+01	5.14456743791600e-01	7.39435088281400e-01	3.03169135888900e-01
50	5.10000000000000e+01	4.84927803107400e-01	7.45461865075800e-01	2.97707559321300e-01
51	5.20000000000000e+01	4.55976763162200e-01	7.51400515340000e-01	2.92333262115100e-01
52	5.30000000000000e+01	4.28005573579400e-01	7.57285840666100e-01	2.87135728262100e-01
53	5.40000000000000e+01	4.00835087007900e-01	7.63092939751900e-01	2.82038325690600e-01
54	5.50000000000000e+01	3.74617266740800e-01	7.68832462205600e-01	2.77056662782000e-01
55	5.60000000000000e+01	3.49475085431500e-01	7.74515585670200e-01	2.72213581335000e-01
56	5.70000000000000e+01	3.25370735563900e-01	7.80135485811500e-01	2.67484874978900e-01
57	5.80000000000000e+01	3.02337951436000e-01	7.85694442248400e-01	2.62866544711700e-01
58	5.90000000000000e+01	2.80399052237200e-01	7.91194667940500e-01	2.58355179851300e-01
59	6.00000000000000e+01	2.59565877132200e-01	7.96638315854600e-01	2.53946989466200e-01
60	6.10000000000000e+01	2.39840767317600e-01	8.02027476345400e-01	2.49638400764700e-01
