0	1.00000000000000e+00	3.65428098866500e-02	5.55049138232300e-01	9.15013721212500e-01
1	2.00000000000000e+00	5.23890939616900e-02	4.95237435091500e-01	9.92092895424300e-01
2	3.00000000000000e+00	7.52759641941200e-02	4.52641874163700e-01	1.00000000000000e+00
3	4.00000000000000e+00	1.03563130947900e-01	4.29767517040600e-01	9.76561893500500e-01
4	5.00000000000000e+00	1.36030795973300e-01	4.19928018510900e-01	9.42760961922700e-01
5	6.00000000000000e+00	1.72006935485500e-01	4.18874705629400e-01	9.09787474115000e-01
6	7.00000000000000e+00	2.10722382302000e-01	4.23081180319800e-01	8.79518984501700e-01
7	8.00000000000000e+00	2.51627509746300e-01	4.30698101446800e-01	8.52760627078700e-01
8	9.00000000000000e+00	2.94220957107400e-01	4.40523332003200e-01	8.29279233670700e-01
9	1.00000000000000e+01	3.37950322575200e-01	4.51640417093500e-01	8.08088570816900e-01
10	1.10000000000000e+01	3.82513949038600e-01	4.63726894032000e-01	7.89342308625900e-01
11	1.20000000000000e+01	4.27404004447600e-01	4.76283859444100e-01	7.72070153917200e-01
12	1.30000000000000e+01	4.72313719716200e-01	4.89147918833700e-01	7.56170479508400e-01
13	1.40000000000000e+01	5.16929198336500e-01	5.02169370273700e-01	7.41415899053000e-01
14	1.50000000000000e+01	5.60831543239700e-01	5.15144431914000e-01	7.27292593999500e-01
15	1.60000000000000e+01	6.03847104752300e-01	5.28083422275000e-01	7.13946814942600e-01
16	1.70000000000000e+01	6.45668839118900e-01	5.40893660161600e-01	7.01137569286400e-01
17	1.80000000000000e+01	6.85954842284600e-01	5.53479070953700e-01	6.88595943411600e-01
18	1.90000000000000e+01	7.24590543885900e-01	5.65877399892600e-01	6.76466103327000e-01
19	2.00000000000000e+01	7.61329147596800e-01	5.78044015394000e-01	6.64617690257000e-01
20	2.10000000000000e+01	7.95913150405100e-01	5.89934115625200e-01	6.52919020681100e-01
21	2.20000000000000e+01	8.28187978910500e-01	6.01549350817900e-01	6.41376481730800e-01
22	2.30000000000000e+01	8.58060227869600e-01	6.12907948630900e-01	6.30038839786000e-01
23	2.40000000000000e+01	8.85336090556500e-01	6.23982751431200e-01	6.18821361126100e-01
24	2.50000000000000e+01	9.09835360339700e-01	6.34752164259800e-01	6.07659067305100e-01
25	2.60000000000000e+01	9.31527889410500e-01	6.45241615054500e-01	5.96614904843500e-01
26	2.70000000000000e+01	9.50352056992300e-01	6.55457598718200e-01	5.85696987333400e-01
27	2.80000000000000e+01	9.66206296924800e-01	6.65389757107500e-01	5.74869482319000e-01
28	2.90000000000000e+01	9.79046668554200e-01	6.75041217172200e-01	5.64132240301600e-01
29	3.00000000000000e+01	9.88758504711700e-01	6.84392242967800e-01	5.53430289100100e-01
30	3.10000000000000e+01	9.95519157342600e-01	6.93495416581900e-01	5.42881916376100e-01
31	3.20000000000000e+01	9.99254620161800e-01	7.02331570507300e-01	5.32432093088500e-01
32	3.30000000000000e+01	1.00000000000000e+00	7.10906193832800e-01	5.22085142359900e-01
33	3.40000000000000e+01	9.97809100913900e-01	7.19225100033300e-01	5.11845828418400e-01
34	3.50000000000000e+01	9.92753973717800e-01	7.27294353383700e-01	5.01719131593900e-01
35	3.60000000000000e+01	9.84861282513600e-01	7.35106716159200e-01	4.91682356018500e-01
36	3.70000000000000e+01	9.74356987645700e-01	7.42694732976300e-01	4.81794565272100e-01
37	3.80000000000000e+01	9.61313414425700e-01	7.50054099081500e-01	4.72037909519700e-01
38	3.90000000000000e+01	9.45856951230300e-01	7.57189545719700e-01	4.62413275424200e-01
39	4.00000000000000e+01	9.28135082717200e-01	7.64107623962500e-01	4.52924944533900e-01
40	4.10000000000000e+01	9.08306294518900e-01	7.70814876826500e-01	4.43576837164000e-01
41	4.20000000000000e+01	8.86538646545300e-01	7.77317814018700e-01	4.34372517604000e-01
42	4.30000000000000e+01	8.63008094591700e-01	7.83622890819000e-01	4.25315167829200e-01
43	4.40000000000000e+01	8.37896658779000e-01	7.89736492840500e-01	4.16407551386000e-01
44	4.50000000000000e+01	8.11390865630700e-01	7.95664915347300e-01	4.07652008352400e-01
45	4.60000000000000e+01	7.83679805509800e-01	8.01414353239600e-01	3.99050532103300e-01
46	4.70000000000000e+01	7.54953517043000e-01	8.06990889733200e-01	3.90604596210900e-01
47	4.80000000000000e+01	7.25401266133700e-01	8.12400485038600e-01	3.82315385160400e-01
48	4.90000000000000e+01	6.95209799161700e-01	8.17648969393900e-01	3.74183615370500e-01
49	5.00000000000000e+01	6.64561919726800e-01	8.22742039799800e-01	3.66209604568600e-01
50	5.10000000000000e+01	6.33634873073300e-01	8.27685247609700e-01	3.58393382150400e-01
51	5.20000000000000e+01	6.02599080304300e-01	8.32484002666500e-01	3.50734506086400e-01
52	5.30000000000000e+01	5.71616904864900e-01	8.37143567859700e-01	3.43232247023300e-01
53	5.40000000000000e+01	5.40841487434400e-01	8.41669054335800e-01	3.35885517314600e-01
54	5.50000000000000e+01	5.10415931039100e-01	8.46065426070200e-01	3.28692877991000e-01
55	5.60000000000000e+01	4.80472408721200e-01	8.50337498125800e-01	3.21652516588200e-01
56	5.70000000000000e+01	4.51131631753600e-01	8.54489934475500e-01	3.14762437547600e-01
57	5.80000000000000e+01	4.22502391858000e-01	8.58527256928300e-01	3.08020118704700e-01
58	5.90000000000000e+01	3.94681217222400e-01	8.62453840557900e-01	3.01422849929700e-01
59	6.00000000000000e+01	3.67752330939500e-01	8.66273923281200e-01	2.94967497792400e-01
60	6.10000000000000e+01	3.41787592062700e-01	8.69991605858900e-01	2.88650643890800e-01
61	6.20000000000000e+01	3.16846712536500e-01	8.73610859950300e-01	2.82468444339000e-01
62	6.30000000000000e+01	2.92964759092800e-01	8.77131399703900e-01	2.76412108684200e-01
63	6.40000000000000e+01	2.70177430108300e-01	8.80556011790700e-01	2.70476191050500e-01
64	6.50000000000000e+01	2.48552398853400e-01	8.83902619512700e-01	2.64670539385300e-01
65	6.60000000000000e+01	2.28076380991500e-01	8.87165667597800e-01	2.58979877586400e-01
66	6.70000000000000e+01	2.08754796037800e-01	8.90348601938700e-01	2.53398006236000e-01
67	6.80000000000000e+01	1.90584171084600e-01	8.93454798108500e-01	2.47917862182100e-01
68	6.90000000000000e+01	1.73552907071400e-01	8.96487571374900e-01	2.42531798806800e-01
69	7.00000000000000e+01	1.57605704490500e-01	8.99432036342700e-01	2.37213842520300e-01
