-0.1 0 -10
-0.1 0.02 -9.28393
-0.1 0.04 -8.56868
-0.1 0.06 -7.85508
-0.1 0.08 -7.14406
-0.1 0.1 -6.43655
-0.1 0.12 -5.73367
-0.1 0.14 -5.03687
-0.1 0.16 -4.34758
-0.1 0.18 -3.66858
-0.1 0.2 -3.00347
-0.1 0.22 -2.35779
-0.1 0.24 -1.7434
-0.1 0.26 -1.17953
-0.1 0.28 -0.69233
-0.1 0.3 -0.323795
-0.1 0.32 -0.101952
-0.1 0.34 -0.0163174
-0.1 0.36 -0.000147854
-0.1 0.38 -8.35458e-32
-0.1 0.4 -1.26337e-16
-0.1 0.42 -8.57991e-17
-0.1 0.44 6.37838e-17
-0.1 0.46 4.64188e-17
-0.1 0.48 3.11024e-17
-0.1 0.5 4.25449e-17
-0.1 0.52 1.14699e-17
-0.1 0.54 -1.74295e-33

-0.08 0 -10
-0.08 0.02 -9.29079
-0.08 0.04 -8.58273
-0.08 0.06 -7.87701
-0.08 0.08 -7.17494
-0.08 0.1 -6.478
-0.08 0.12 -5.78787
-0.08 0.14 -5.10668
-0.08 0.16 -4.43713
-0.08 0.18 -3.78268
-0.08 0.2 -3.14901
-0.08 0.22 -2.54253
-0.08 0.24 -1.97488
-0.08 0.26 -1.46094
-0.08 0.28 -1.01867
-0.08 0.3 -0.669252
-0.08 0.32 -0.421221
-0.08 0.34 -0.266102
-0.08 0.36 -0.177025
-0.08 0.38 -0.123205
-0.08 0.4 -0.0876369
-0.08 0.42 -0.0627973
-0.08 0.44 -0.0449157
-0.08 0.46 -0.0317785
-0.08 0.48 -0.0219064
-0.08 0.5 -0.0142472
-0.08 0.52 -0.00800869
-0.08 0.54 -0.00259292

-0.06 0 -10
-0.06 0.02 -9.2965
-0.06 0.04 -8.59443
-0.06 0.06 -7.89531
-0.06 0.08 -7.20073
-0.06 0.1 -6.51265
-0.06 0.12 -5.83307
-0.06 0.14 -5.16489
-0.06 0.16 -4.51155
-0.06 0.18 -3.87701
-0.06 0.2 -3.26748
-0.06 0.22 -2.6895
-0.06 0.24 -2.15362
-0.06 0.26 -1.66998
-0.06 0.28 -1.25182
-0.06 0.3 -0.909031
-0.06 0.32 -0.64517
-0.06 0.34 -0.453855
-0.06 0.36 -0.321495
-0.06 0.38 -0.229571
-0.06 0.4 -0.165067
-0.06 0.42 -0.118857
-0.06 0.44 -0.0852163
-0.06 0.46 -0.0603188
-0.06 0.48 -0.0416304
-0.06 0.5 -0.0270718
-0.06 0.52 -0.0152351
-0.06 0.54 -0.00492357

-0.04 0 -10
-0.04 0.02 -9.3008
-0.04 0.04 -8.60324
-0.04 0.06 -7.90907
-0.04 0.08 -7.22014
-0.04 0.1 -6.53871
-0.04 0.12 -5.86714
-0.04 0.14 -5.20868
-0.04 0.16 -4.5672
-0.04 0.18 -3.94691
-0.04 0.2 -3.35428
-0.04 0.22 -2.79529
-0.04 0.24 -2.27929
-0.04 0.26 -1.81392
-0.04 0.28 -1.40838
-0.04 0.3 -1.06802
-0.04 0.32 -0.794375
-0.04 0.34 -0.583504
-0.04 0.36 -0.425456
-0.04 0.38 -0.309562
-0.04 0.4 -0.224732
-0.04 0.42 -0.162639
-0.04 0.44 -0.116925
-0.04 0.46 -0.0829021
-0.04 0.48 -0.0572542
-0.04 0.5 -0.037248
-0.04 0.52 -0.0209641
-0.04 0.54 -0.00677728

-0.02 0 -10
-0.02 0.02 -9.30347
-0.02 0.04 -8.60872
-0.02 0.06 -7.91764
-0.02 0.08 -7.23218
-0.02 0.1 -6.55489
-0.02 0.12 -5.88826
-0.02 0.14 -5.23576
-0.02 0.16 -4.60145
-0.02 0.18 -3.99001
-0.02 0.2 -3.40675
-0.02 0.22 -2.85895
-0.02 0.24 -2.35383
-0.02 0.26 -1.898
-0.02 0.28 -1.49861
-0.02 0.3 -1.15918
-0.02 0.32 -0.88035
-0.02 0.34 -0.658969
-0.02 0.36 -0.488011
-0.02 0.38 -0.358494
-0.02 0.4 -0.262042
-0.02 0.42 -0.190344
