0.99999999999824 199479568 0.140329874533839 -92214 
0.998781934632423 202363504 0.165434433887118 -133315 
0.995133857921885 198701936 0.192168960295652 334457 
0.989073542899644 194248496 0.220403206054067 274645 
0.98063051476145 181952064 0.249999616987402 393647 
0.969845907022242 186108640 0.2808140026001 391587 
0.956772261118137 183768192 0.312696238556411 698823 
0.941473270430266 180372832 0.34549099806984 772736 
0.924023469977548 178462128 0.379038508638354 1101746 
0.904507873290184 172843600 0.413175330438639 1366628 
0.88302155823298 174712960 0.447735152587145 1574931 
0.859669203796332 169261040 0.482549603388625 1610532 
0.83456458011157 167243328 0.517449070624725 2332757 
0.807829994175244 104878776 0.552263527886267 2890269 
0.779595693982741 60510708 0.586823362923426 3271021 
0.749999233974218 41325900 0.620960203978161 3613195 
0.719184804884324 28296858 0.654507740073118 4353724 
0.687302531260621 21834244 0.687302531260621 4922814 
0.654507740073118 20127382 0.719184804884324 5142213 
0.620960203978161 19261424 0.749999233974218 5654753 
0.586823362923426 16870222 0.779595693982741 6827716 
0.552263527886267 12827581 0.807829994175244 7085165 
0.517449070624725 11037767 0.83456458011157 7607518 
0.482549603388625 11995288 0.859669203796332 7355888 
0.447735152587145 9702419 0.88302155823298 8533363 
0.413175330438639 7762860.5 0.904507873290184 8822277 
0.379038508638354 6746537 0.924023469977548 9510574 
0.34549099806984 5203708.5 0.941473270430266 9877587 
0.312696238556411 4367325 0.956772261118137 9942079 
0.2808140026001 3603540 0.969845907022242 10516890 
0.249999616987402 3185965.5 0.98063051476145 10993235 
0.220403206054067 2619129 0.989073542899644 11182852 
0.192168960295652 2338166.75 0.995133857921885 10716432 
0.165434433887118 1427018.5 0.998781934632423 11584791 
0.140329874533839 648579.125 0.99999999999824 11137681 
