-1 0.5 -1 0.5 -1 0.5 -1 0.5 -1 0.5
-0.978 0.500000102401438 -0.978 0.500000107302881 -0.978 0.500000151420275 -0.978 0.500000592593977 -0.978 0.500005004307405
-0.956 0.500000409605628 -0.956 0.500000429211383 -0.956 0.500000605680786 -0.956 0.500002370371047 -0.956 0.500020016896241
-0.934 0.500000921612191 -0.934 0.50000096572508 -0.934 0.500001362780595 -0.934 0.50000533331663 -0.934 0.500045036766495
-0.912 0.500001638420499 -0.912 0.500001716843265 -0.912 0.500002422718133 -0.912 0.500009481406428 -0.912 0.500080062251917
-0.89 0.500002560029671 -0.89 0.500002682564944 -0.89 0.500003785491208 -0.89 0.500014814606423 -0.89 0.50012509102067
-0.868 0.500003686438573 -0.868 0.500003862888842 -0.868 0.500005451097 -0.868 0.500021332872884 -0.868 0.500180120076242
-0.846 0.500005017645823 -0.846 0.500005257813401 -0.846 0.500007419532063 -0.846 0.500029036152363 -0.846 0.500245145758621
-0.824 0.500006553649784 -0.824 0.500006867336779 -0.824 0.500009690792323 -0.824 0.500037924381706 -0.824 0.500320163745719
-0.802 0.500008294448569 -0.802 0.500008691456849 -0.802 0.500012264873082 -0.802 0.500047997488051 -0.802 0.500405169055063
-0.78 0.500010240040038 -0.78 0.500010730171202 -0.78 0.500015141769015 -0.78 0.500059255388833 -0.78 0.50050015604573
-0.758 0.500012390421802 -0.758 0.500012983477147 -0.758 0.50001832147417 -0.758 0.500071697991789 -0.758 0.500605118420546
-0.736 0.500014745591219 -0.736 0.500015451371707 -0.736 0.500021803981968 -0.736 0.500085325194966 -0.736 0.500720049228522
-0.714 0.500017305545393 -0.714 0.500018133851623 -0.714 0.500025589285207 -0.714 0.500100136886724 -0.714 0.50084494086755
-0.692 0.500020070281181 -0.692 0.500021030913354 -0.692 0.500029677376057 -0.692 0.500116132945742 -0.692 0.500979785087336
-0.67 0.500023039795185 -0.67 0.500024142553073 -0.67 0.500034068246062 -0.67 0.500133313241027 -0.67 0.501124572992578
-0.648 0.500026214083756 -0.648 0.500027468766672 -0.648 0.500038761886142 -0.648 0.500151677631921 -0.648 0.501279295046379
-0.626 0.500029571158684 -0.626 0.500030987565385 -0.626 0.500043736301667 -0.626 0.500171203977689 -0.626 0.501443919028615
-0.604 0.500033008777003 -0.604 0.500034596705434 -0.604 0.500048889240575 -0.604 0.500191789850353 -0.604 0.501618331599954
-0.582 0.500036441945377 -0.582 0.500038211192612 -0.582 0.500054135699851 -0.582 0.500213350060173 -0.582 0.501802436021115
-0.56 0.500039706098131 -0.56 0.500041666460008 -0.56 0.500059311100389 -0.56 0.500235719801833 -0.56 0.501996055017096
